Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU44,OUT046,2677.5989291992896
DRG39,OUT035,810.3306982139975
FDU32,OUT049,2077.0660927153176
FDY27,OUT049,3102.3438929376916
NCP54,OUT013,1951.7556439912178
NCZ41,OUT049,2179.712811783828
DRL49,OUT013,2438.893142481284
FDI05,OUT018,1142.1086623963035
FDY56,OUT045,3935.59474665487
DRC13,OUT013,1903.9743793044859
NCV29,OUT017,3075.042813073544
FDR24,OUT049,1384.35146876282
FDZ34,OUT018,3015.3763639798312
FDP37,OUT035,2099.635589390442
FDX08,OUT027,5064.726581075625
FDS57,OUT045,2154.532656261465
NCG18,OUT049,1682.605042986152
FDK25,OUT018,2573.1609626637314
FDH53,OUT049,1323.4404082018507
DRI59,OUT018,3417.953966741914
FDA52,OUT046,2730.619915155394
FDT20,OUT010,110.19597949503559
FDE36,OUT019,430.8287322101207
FDI24,OUT017,2772.260025665116
FDB28,OUT018,3092.5502337339303
FDV11,OUT017,2927.414440121603
FDP01,OUT046,2498.159912177512
FDD34,OUT027,4309.448167669167
FDJ50,OUT027,1510.6827031857154
FDZ44,OUT013,1888.885272647598
DRO59,OUT035,1326.0796543284357
DRB48,OUT045,649.6998621714157
FDR21,OUT018,2628.5256915010277
NCE42,OUT010,655.9867214365637
FDO23,OUT046,1473.6773991065813
NCE30,OUT018,3327.2573685795014
FDQ22,OUT035,650.913446665389
FDY01,OUT045,1873.1071672283242
FDS08,OUT017,2880.854087557797
FDG28,OUT018,3247.408216752471
FDQ51,OUT018,633.60620094661
FDB05,OUT017,4029.2491649889143
FDO56,OUT049,1931.90672591431
FDE02,OUT018,1345.3504488628341
FDN45,OUT017,3592.3564982865546
FDS09,OUT013,728.7143861600988
NCA54,OUT018,2696.22518522387
FDP09,OUT010,654.9319775877418
FDC53,OUT045,1597.8831258900143
NCM55,OUT017,3091.820930985887
FDL09,OUT018,2562.49885843992
FDA11,OUT019,248.10206312190795
FDA50,OUT045,1461.79467844723
FDC23,OUT017,3047.40577394471
FDE22,OUT049,2685.7222104640664
FDD23,OUT046,3187.6872449023717
NCA29,OUT049,2954.009703452942
FDK38,OUT046,2247.875634104439
DRC13,OUT046,2151.455436521522
NCP43,OUT049,2935.955928085761
FDX28,OUT049,1604.236921391
FDF08,OUT049,1402.2742025193563
FDZ33,OUT046,2320.6708648121194
FDD10,OUT049,2982.935707760153
FDO58,OUT017,2681.8785813319223
FDI50,OUT017,4138.139504898591
FDO58,OUT045,2785.929275893474
FDX08,OUT013,3328.442321564202
NCK17,OUT010,112.8078197246708
FDF39,OUT035,4191.541124905928
FDU45,OUT010,230.55936630062808
NCJ18,OUT018,1711.4016808877548
DRC27,OUT019,584.5743805917815
DRC25,OUT035,1456.8597641177141
FDU59,OUT035,2554.7235596776013
FDU28,OUT035,3001.1019988642342
NCP30,OUT046,662.9361024052408
FDB39,OUT018,765.0859632122072
FDE41,OUT013,1405.8128746132404
DRH11,OUT010,165.28150657406266
FDA58,OUT045,3664.2973258910397
FDU50,OUT046,1994.151593486465
FDM34,OUT013,1967.8188810102815
FDM44,OUT027,2648.6926332047915
FDR39,OUT045,2834.70742298898
FDM25,OUT045,2810.62498534141
FDQ49,OUT049,2582.1589095552245
DRH25,OUT018,712.8565799530281
FDM09,OUT027,4515.548049786544
FDL44,OUT019,426.5633623849649
NCR42,OUT018,507.7039290081982
DRL59,OUT046,842.801369794569
FDX43,OUT013,2793.555704210296
DRK47,OUT010,620.1889440574703
FDU48,OUT018,1891.004040133967
FDY12,OUT045,791.0890703900551
NCN43,OUT018,1787.8163336847774
NCM55,OUT018,2804.823713673881
FDQ21,OUT027,3146.563289633595
FDX13,OUT035,3929.4325044596476
NCK30,OUT027,6091.598726397896
FDG20,OUT049,2992.6880662934145
DRG27,OUT017,693.3470408112855
FDY14,OUT018,3636.684459378642
FDP59,OUT035,1678.9924624133284
FDU60,OUT017,2931.3681436082306
NCC18,OUT019,417.7961536055708
DRJ39,OUT017,3724.808881564145
FDS07,OUT049,1846.1725535927299
FDM08,OUT027,5819.99439811818
FDP51,OUT045,1889.2660810104169
FDU16,OUT035,1296.162703494911
FDH12,OUT013,1820.3578108095753
DRE48,OUT010,554.7147791204412
NCL42,OUT027,6159.843724882418
FDR21,OUT045,2756.134726241962
NCW29,OUT035,2191.648472278897
FDO11,OUT013,4188.182331892997
NCM31,OUT049,2289.8050783637213
FDV35,OUT019,358.5013973229527
FDF58,OUT017,1020.0867068056738
NCE43,OUT049,2992.6643497234827
FDA02,OUT035,2579.065853242084
DRL37,OUT010,118.10406247436295
FDR24,OUT018,1292.5911862410333
FDW59,OUT049,1359.6657534496576
FDS22,OUT049,825.0879561431376
FDW24,OUT017,765.6046306230065
FDU24,OUT035,1612.3389678125293
FDA21,OUT027,5159.5278973945215
FDH58,OUT027,2991.761458571591
FDW36,OUT018,1474.0613865402204
FDI45,OUT027,4885.033267926623
FDU01,OUT018,2746.297269269015
FDF35,OUT027,2826.0027250349203
FDU43,OUT019,563.3561559724908
FDE24,OUT019,334.64260308582476
FDK50,OUT049,2794.3999603225147
FDG31,OUT045,1062.054839887504
FDC60,OUT045,1456.6954294323828
FDL36,OUT013,1489.1080888863632
FDP21,OUT013,3007.95317699728
FDW16,OUT045,1365.3927454402888
FDX02,OUT017,3692.112745835675
FDQ58,OUT027,4028.6155853702394
FDT51,OUT046,2011.5774116906732
FDD59,OUT049,1289.545928848075
NCM42,OUT018,1541.5278334118225
FDA57,OUT018,505.05288203588657
FDZ48,OUT035,1816.1771083017686
FDE46,OUT045,2506.6779056701776
NCZ30,OUT019,313.06626375478044
FDB56,OUT017,3182.118910522749
FDA25,OUT027,2725.9033476989944
FDD20,OUT013,1954.3003800882109
FDL25,OUT013,1495.4768382503548
NCO18,OUT049,2989.6494885283564
FDJ45,OUT017,617.7935701033439
FDR12,OUT035,2941.120346445936
NCF19,OUT010,125.84306926178598
FDK25,OUT046,2789.6545515608445
NCR17,OUT046,1931.246247902731
FDC52,OUT046,2459.401642562756
NCA54,OUT017,3100.530204594456
FDR45,OUT010,658.7201313526614
NCM19,OUT049,1867.8677448115566
FDF39,OUT027,5987.368263044479
FDX23,OUT049,1545.1574251903098
FDD58,OUT027,2595.8312386817015
FDX28,OUT013,1714.035595136519
NCD31,OUT013,2558.9763110957574
FDU57,OUT018,2172.557880696148
FDI27,OUT046,765.3010412326768
NCM42,OUT046,1791.5403777168494
FDD32,OUT027,2327.422839290495
FDI34,OUT013,3802.5021068623546
NCM29,OUT049,2296.747763787002
FDG46,OUT018,1583.8910287963329
DRC01,OUT010,135.01971536259398
FDB15,OUT027,5982.149732730598
NCA17,OUT027,3788.1363653686067
FDF10,OUT046,2601.5173674736047
FDR26,OUT027,5019.067398059074
FDI02,OUT049,1836.6984526850204
NCM54,OUT010,288.5292211938863
FDF14,OUT013,2297.522274101855
FDJ33,OUT010,265.181475485682
FDM20,OUT035,3959.3061917929194
FDC03,OUT027,5324.989040745801
NCX05,OUT046,1847.6067307982073
NCM41,OUT027,2563.4027800184094
NCU29,OUT010,391.278633691748
FDQ59,OUT017,1327.940171266227
FDH46,OUT010,226.46293708726313
FDH09,OUT013,693.5471757945412
NCD06,OUT045,717.9530599504226
FDC15,OUT035,2578.655990622075
DRD37,OUT027,1288.7732284603662
FDT28,OUT027,3764.8884208894374
FDR28,OUT027,4388.913234620155
FDT38,OUT017,1323.6445075368642
FDV34,OUT027,2146.9668563841187
FDY52,OUT035,1062.1560809878742
FDB34,OUT013,1381.9688856056446
DRL23,OUT018,1425.9343217007886
DRB24,OUT046,2236.717215613288
FDJ50,OUT046,854.8449310635816
FDQ49,OUT035,2662.2335752588183
FDP20,OUT035,1979.81070073085
FDV19,OUT027,4289.1290782364595
NCR54,OUT045,3080.95043606297
FDO09,OUT010,675.9454702776784
FDS57,OUT018,1944.471392868948
FDN10,OUT049,1980.1894520867968
FDV23,OUT049,2186.838663823046
FDY28,OUT049,3709.6856054352584
DRG51,OUT013,2558.266885343376
FDD45,OUT019,250.14710553153324
NCL18,OUT027,5216.891060572753
NCM29,OUT013,2054.0061059045934
FDF17,OUT027,5319.544956526712
FDE22,OUT017,2582.4907581633174
FDQ22,OUT017,641.141162782766
FDS01,OUT013,3277.251133654897
FDW35,OUT027,1179.6501256853312
FDJ33,OUT046,2129.9880787610577
NCF54,OUT035,3051.1619139113336
FDE09,OUT013,1859.0308889334804
NCE06,OUT045,2492.6186201927144
DRH49,OUT049,1328.7404523444247
FDY43,OUT045,2884.864541667044
NCT05,OUT017,4176.448665017499
FDZ34,OUT045,3001.611067212069
FDL38,OUT017,1378.6746897597245
FDZ31,OUT017,3176.708452700821
FDR14,OUT035,889.4497659542229
NCN54,OUT049,1293.9009535885898
NCC42,OUT027,3567.3933722123847
FDK08,OUT017,1711.3734688500997
FDP59,OUT013,1739.5257635624291
FDV22,OUT035,2825.3363128877622
FDD33,OUT035,3728.6770584989445
DRE60,OUT027,5898.838477395702
FDK52,OUT046,3522.593447312465
FDA02,OUT017,2619.2771105335464
FDM56,OUT049,1740.7300295345165
FDE57,OUT035,2335.658161325364
FDM32,OUT045,1384.887174298681
NCQ30,OUT027,3075.4610075118876
FDQ27,OUT027,2785.2263318970076
FDT60,OUT027,3197.5302661688097
FDU43,OUT049,3871.324336527153
NCO55,OUT035,1688.914803053744
FDG02,OUT045,2823.3974694028993
FDJ28,OUT013,3243.4105632508067
FDP40,OUT045,1906.4309895797307
FDJ38,OUT045,2953.7252898498778
NCC54,OUT017,3940.5281772866692
NCZ41,OUT046,2037.866092138513
FDK38,OUT019,370.5761916808388
FDU52,OUT013,2333.439922918327
FDC40,OUT046,1287.5290694107632
NCR30,OUT017,1244.5175065581604
NCN18,OUT017,1745.5047951230185
FDB50,OUT035,1322.84735407441
FDG04,OUT013,3255.424729009886
FDR26,OUT035,2876.4580738972872
NCT17,OUT018,2845.2524005580613
FDX35,OUT027,5957.6615228549545
FDS12,OUT046,2129.992233687002
NCZ29,OUT027,3221.2236190803274
FDB38,OUT010,414.5660527956752
FDP12,OUT013,653.469883745388
FDP22,OUT046,844.194752774223
FDS26,OUT018,3618.129983803791
FDR52,OUT046,3171.3631037380087
DRJ13,OUT046,2485.9033288457294
FDU48,OUT027,3304.5427321421657
FDE29,OUT035,994.4908035941693
NCT29,OUT049,2103.1918500266947
DRK37,OUT018,2896.893314406317
FDK55,OUT046,1364.2637366791234
FDR07,OUT046,1514.1152561994481
FDO21,OUT027,5889.296781892182
FDK46,OUT049,4299.594902464943
FDB12,OUT045,1654.488276551443
FDT31,OUT027,5128.791313476711
FDJ33,OUT045,1998.4349100202785
FDC26,OUT027,2837.2957689613336
NCQ02,OUT045,2840.642186275104
FDP08,OUT010,529.6764476365008
FDB11,OUT027,5886.685407920895
FDV55,OUT013,2456.623942745138
FDW20,OUT049,2074.078398584505
NCJ18,OUT019,306.9286402683225
FDC41,OUT018,1081.2330144251453
FDE14,OUT027,2700.1882182896725
FDG35,OUT013,2772.109551554137
FDF45,OUT035,930.3608293831675
FDS19,OUT027,2203.3154182192898
FDS58,OUT019,432.14072734810105
FDA26,OUT017,3932.2353995931508
FDM32,OUT049,1398.3232636408613
FDL45,OUT046,2124.5259514180243
FDZ55,OUT049,2725.9458878001105
FDY37,OUT049,2341.3223038480046
FDO46,OUT046,3162.4448654655716
FDQ60,OUT046,2068.462817881793
FDA19,OUT018,1848.5116407276666
FDL15,OUT046,2339.211743550062
FDM10,OUT018,3311.9504169877955
NCL05,OUT017,660.5390401724304
DRK49,OUT010,114.69693625401528
NCE18,OUT027,6099.328082589413
FDG40,OUT049,677.0117760128553
DRI59,OUT045,3605.9372556940107
FDK28,OUT035,4011.8502442515482
NCD06,OUT019,127.05141393440722
FDO11,OUT019,639.5614790757533
FDK27,OUT046,2049.3523127672916
FDT43,OUT027,1449.87549909306
FDD38,OUT018,1381.8349060204437
FDA16,OUT049,3888.3675740138438
FDL14,OUT027,4155.19732015582
NCM17,OUT049,775.8295221598648
FDD20,OUT045,1941.113211268983
FDA40,OUT045,1335.54885870383
FDL43,OUT045,1323.320909597934
FDV15,OUT045,1672.7967227322436
FDE52,OUT046,1416.6922297934498
NCL17,OUT010,364.1088050500923
NCJ31,OUT045,3653.978137313122
FDR60,OUT045,1286.1027555139624
NCA18,OUT035,1834.4735589195789
FDS21,OUT027,1816.66184345333
FDW09,OUT035,1324.7865168700346
FDL26,OUT035,2601.1177931410134
FDS47,OUT018,1296.2442066773604
FDC39,OUT046,3403.967936014322
FDT51,OUT035,1954.4922748561273
FDK40,OUT035,4001.2491629067117
NCG19,OUT045,3571.5682156277285
FDZ07,OUT046,1050.740287644741
FDF08,OUT027,2525.245609533236
FDO04,OUT013,746.3897326559413
FDK41,OUT018,1209.4532131515348
FDP15,OUT049,4286.976211767299
NCD43,OUT018,1476.351846946001
NCP18,OUT013,2359.5303451746895
FDZ51,OUT046,1485.937128524909
DRH13,OUT035,1731.833805063025
FDF38,OUT045,651.1997122554268
NCI43,OUT045,728.6611473511773
FDM38,OUT027,1643.704504248251
FDS03,OUT013,905.0941854467268
DRJ47,OUT017,2911.0832297933043
FDT50,OUT010,209.79829257715159
FDV02,OUT046,2644.7493847505107
NCG18,OUT017,1739.1980259093796
FDW52,OUT046,2759.4166698369304
FDS40,OUT035,642.7532469280079
FDN31,OUT017,3063.0895106557145
FDA37,OUT045,1973.9369591433328
FDA15,OUT046,3677.924260213277
FDL39,OUT046,2810.374047723989
FDJ53,OUT045,1925.7182772747913
FDX22,OUT013,3402.066053798017
NCZ42,OUT045,3866.9424088021105
FDD56,OUT027,4710.734208871986
FDD40,OUT017,3035.220728007867
FDS50,OUT013,3368.0764341757936
NCN14,OUT013,3163.2361265447485
FDT15,OUT013,3004.0675588867475
NCS18,OUT027,2787.726875685629
NCO26,OUT010,240.79897538269515
FDF58,OUT018,837.9920639209791
NCB19,OUT013,1459.5058915212908
FDH26,OUT017,2381.387916689368
DRB24,OUT027,3905.7413387589622
FDA49,OUT018,1245.1444164788895
FDB32,OUT045,1495.0321459679683
FDI36,OUT017,3167.6984470868997
NCA17,OUT010,356.3960560410542
FDH22,OUT013,1869.7812812299442
NCM26,OUT018,2153.961718273579
FDT15,OUT027,5032.044673582043
FDB16,OUT018,1320.1757806694318
NCP54,OUT027,3175.9395385730404
FDJ36,OUT013,1684.3594968347827
FDO28,OUT045,1845.4428988173206
FDU09,OUT013,754.3770788017672
FDF29,OUT017,2099.6843405498385
FDY08,OUT013,2303.8667304624996
DRJ59,OUT018,501.3859769288311
FDT23,OUT027,2255.378576838095
FDU15,OUT018,521.3913681281946
FDT47,OUT013,1556.5192403988624
FDI53,OUT019,436.1384532123421
FDR59,OUT018,3481.970593855833
FDD53,OUT035,680.0014208672948
FDY51,OUT017,3721.446573261764
FDT04,OUT049,704.9334305549627
FDU51,OUT049,2968.502927450487
FDG14,OUT035,2679.1358855522426
NCU06,OUT045,3571.2356413932903
DRG25,OUT046,3032.288549052124
DRH49,OUT035,1318.4189636993638
FDN15,OUT035,2231.7925832016317
FDL43,OUT018,1126.562178445989
NCT18,OUT049,3207.0102509603084
NCB31,OUT013,4359.878665658602
FDK57,OUT035,1888.7874166632437
FDY04,OUT019,433.49714090619204
NCP54,OUT046,2065.701358822084
FDF41,OUT013,4050.580977983685
FDM01,OUT045,1683.0084466572027
FDW03,OUT045,1705.9146464206017
FDF28,OUT045,1960.4855566515241
FDY37,OUT017,2497.7880908003954
FDQ03,OUT017,4013.278280469165
FDP51,OUT027,3049.2546523535957
FDJ40,OUT017,1912.805956497147
FDC32,OUT049,1495.5214474078246
DRI49,OUT027,2337.7844806567596
NCW54,OUT017,865.606222738279
FDF09,OUT017,695.6857383952589
FDP45,OUT018,3259.5071032576943
DRJ23,OUT018,2799.1400322521263
FDS59,OUT017,1921.46128092691
FDY08,OUT046,2296.8825191371125
FDX16,OUT049,2465.221729828338
FDY16,OUT018,2877.0160737664874
FDK32,OUT035,2753.5933037978934
FDQ22,OUT013,639.5784254152375
NCC31,OUT018,2361.5119400084363
FDG58,OUT049,2543.548173931385
DRF48,OUT013,3201.461654086858
DRH36,OUT049,1216.1415605615834
NCR30,OUT035,1249.8398799834322
FDB03,OUT019,565.967601909714
FDZ28,OUT027,3221.283537027567
FDR35,OUT017,3288.420435237778
DRD15,OUT027,6159.61454237768
FDJ33,OUT019,294.2547589663414
FDA56,OUT010,269.25336427358786
FDP56,OUT046,802.3570747334504
NCT30,OUT046,807.0298989550813
FDK15,OUT017,1756.637763665256
FDH44,OUT018,2038.8129143350989
FDV01,OUT013,2426.464427649064
DRG03,OUT017,2569.655758044649
FDG50,OUT027,2494.4844526616957
FDR16,OUT010,647.3849259957146
FDZ60,OUT046,1710.2598494738472
DRG03,OUT045,2500.7853455387444
FDS56,OUT018,3407.150688815176
FDU33,OUT045,751.3845460034067
DRD27,OUT035,1601.510122439692
FDW22,OUT046,3621.754954116656
DRA24,OUT045,2799.185962909855
FDF38,OUT049,728.1748645917055
FDX48,OUT013,2403.243447049197
FDS58,OUT018,2464.9052572959276
FDC32,OUT046,1436.7166278278178
NCQ29,OUT045,4005.1492503472628
DRK39,OUT018,1304.3999059016467
NCS38,OUT017,1804.5486234777054
DRO47,OUT013,1905.5655846481181
DRG27,OUT027,1182.1265563849595
FDC57,OUT027,5201.420142027867
FDS55,OUT046,2296.254854114121
NCJ06,OUT018,1760.0576915029494
FDO01,OUT019,333.449988168754
NCM55,OUT045,2882.0468216230684
FDC52,OUT049,2496.43645160557
FDQ15,OUT045,1247.2061298288793
NCT30,OUT027,1375.3519585942613
NCR42,OUT027,1040.288005586827
FDD28,OUT035,908.9128485754468
FDQ34,OUT049,1686.7416272054293
FDZ12,OUT027,3634.842061178859
DRE13,OUT019,245.03839089843
NCN07,OUT019,316.63538131553514
FDM28,OUT035,2966.35117547303
FDI10,OUT017,2741.5056569484777
FDQ25,OUT013,2756.225981823719
FDA38,OUT010,666.876608988332
DRI13,OUT049,3536.0302857319994
FDY20,OUT027,2580.048221788825
NCZ53,OUT035,3024.8590715614637
NCM31,OUT013,2374.338161187818
DRB01,OUT017,3064.4428687895997
DRF37,OUT046,3877.765789804361
NCF42,OUT049,2948.5308359367978
FDF16,OUT018,2093.036452304079
FDB41,OUT013,718.213879261917
FDR34,OUT013,3722.5278552516947
FDR15,OUT018,2378.452835232169
NCV42,OUT019,272.03770320487337
FDW51,OUT035,3832.709691312315
FDU36,OUT017,1685.9505558910232
FDX60,OUT049,1357.536834984412
FDY03,OUT035,1782.6993776245797
FDW55,OUT045,4019.137304322914
FDT01,OUT010,620.9636522861234
FDG58,OUT013,2368.6453178311267
FDK21,OUT017,4113.3846774014955
NCS41,OUT019,443.1002403793091
FDS10,OUT045,2766.123213973801
NCT53,OUT046,2516.8252778111487
FDJ28,OUT018,2825.1323293921423
FDX44,OUT045,1424.317697921152
FDT20,OUT018,495.48994588968503
FDO44,OUT017,1688.2921581235505
NCX17,OUT049,3764.1580994669575
FDY01,OUT017,1899.0160847880782
FDJ12,OUT027,5509.070766400427
DRK35,OUT018,508.77343251958314
FDD47,OUT019,430.2302692127732
NCM53,OUT035,1641.8145737132002
FDO45,OUT013,1398.5492520949927
NCM42,OUT010,250.9974527541186
FDE04,OUT046,2764.272357248208
NCI30,OUT027,6140.986768283447
FDZ19,OUT013,3003.8832891471056
FDW57,OUT013,2989.529780778526
FDA25,OUT013,1699.0653417223134
FDT22,OUT046,954.3855007065924
FDP51,OUT013,1953.2823974782984
FDD48,OUT027,2952.66763965232
FDY39,OUT035,3072.2772676021627
FDO48,OUT010,646.0119792962323
FDD23,OUT027,5084.303611506813
DRN35,OUT027,1089.5546393317027
FDT01,OUT035,3771.7872838685244
FDC20,OUT010,162.93054842903348
DRJ35,OUT035,1032.9256246265309
FDB32,OUT046,1462.3457718558486
FDL24,OUT046,2910.205101535298
NCV42,OUT035,1812.329469053
FDZ46,OUT046,1750.9798826720466
FDC15,OUT013,2399.3975365438564
FDD08,OUT019,100.54572274771337
FDY50,OUT049,1413.12441179768
FDD36,OUT013,1995.3381153639014
FDG57,OUT027,1423.492792865755
FDL21,OUT018,534.9841638001204
FDN16,OUT027,2689.042552481088
FDJ09,OUT027,1302.6472307762854
FDS01,OUT010,437.0096917897146
FDV33,OUT017,4215.745908637626
DRE12,OUT017,1807.5750838681643
FDR07,OUT013,1543.8289548415567
FDP48,OUT010,497.58054646016865
NCB55,OUT035,907.2753406825865
FDQ08,OUT013,830.642356302308
FDR34,OUT035,4190.948912935206
FDO33,OUT046,1747.651778290075
FDP13,OUT045,653.001694148749
FDX12,OUT049,3962.33637584877
NCT06,OUT049,2778.6964650559507
FDR16,OUT019,556.4717381645947
FDE36,OUT046,2745.1396146916813
FDZ36,OUT049,3248.0213231198286
FDV13,OUT045,1315.6864024834606
NCZ17,OUT035,640.0621118185805
FDU56,OUT045,2821.9012253661044
FDM09,OUT035,2846.4854101785672
FDV02,OUT017,2898.8188358026773
FDS34,OUT018,1558.7488299792444
FDA11,OUT049,1518.2787290543117
FDP09,OUT017,3774.662036967676
FDB29,OUT027,2948.1430396751593
FDT19,OUT017,2862.9086776037275
DRH15,OUT017,728.9598289805465
FDY38,OUT046,3643.8010185835224
FDF14,OUT027,3848.505127075816
FDN48,OUT010,201.4602530552577
FDQ12,OUT013,3829.7677608778704
NCJ43,OUT045,2906.3817377742344
FDE17,OUT019,359.74358866926667
FDB05,OUT035,3887.8783925751554
FDH10,OUT045,2788.047335475415
NCR06,OUT017,666.0798608813457
FDU32,OUT018,1773.791816463883
FDD56,OUT049,3016.200250640436
FDO36,OUT018,2732.329032364287
FDH16,OUT010,201.18051146918125
FDX10,OUT018,528.4533840220288
FDZ37,OUT017,1420.1984752972828
FDU31,OUT010,637.5034579521881
DRC49,OUT049,2309.8371162302956
FDL15,OUT045,2514.4441973115936
FDN32,OUT019,490.32480976006593
DRH59,OUT027,2110.0443330326384
NCU29,OUT049,2332.7853398943225
FDR37,OUT019,497.2511124791443
FDS14,OUT018,2357.9914181854833
FDU02,OUT027,5916.081264598422
FDJ08,OUT035,3218.888494351948
NCZ06,OUT045,3815.956330940054
FDO31,OUT049,1327.9888680125157
FDH31,OUT018,1394.8850123350392
FDS58,OUT017,2704.953177723505
NCA53,OUT027,1416.795606778267
FDF50,OUT046,3116.663356824323
NCW42,OUT049,3641.5579066472146
NCQ17,OUT045,2506.7212196599367
FDK51,OUT018,3477.895547587652
NCW41,OUT010,373.70008012117864
NCR29,OUT017,846.987340991681
FDB08,OUT019,422.1364492048917
FDA40,OUT027,2478.7242084363797
FDL14,OUT018,2425.2905877503163
FDB47,OUT046,3449.133573413779
FDO03,OUT035,4081.1280711411064
DRK13,OUT019,501.6732990118286
FDX13,OUT010,658.2039805424586
FDF52,OUT046,2910.6445575523835
FDT11,OUT013,2987.9040406202444
FDB08,OUT013,2454.3305322906645
FDQ28,OUT018,2306.877646196901
FDD29,OUT045,3955.319676919159
NCQ29,OUT027,5984.078354634905
NCO02,OUT013,915.3224374381481
FDR56,OUT010,535.6700358962308
NCM54,OUT049,2153.965985047246
FDP51,OUT035,1861.7428141353823
FDT38,OUT013,1328.66648589533
FDZ20,OUT018,3441.344817824221
FDJ53,OUT013,1907.8665526890015
FDX13,OUT049,4367.904455586278
FDP58,OUT035,3568.8546881782345
NCK31,OUT019,154.6397376841999
FDA35,OUT018,1764.6543157611336
FDV37,OUT018,2991.7623478250816
NCO07,OUT027,5425.902953456978
FDA20,OUT045,2861.4377203716967
FDZ59,OUT035,2745.7004140993954
NCY17,OUT017,693.7179793164852
FDQ28,OUT035,2756.422006459347
FDV35,OUT017,2480.7646789969785
FDQ36,OUT013,652.6657029318013
FDD34,OUT018,2451.4629348554504
FDK51,OUT045,3805.6139826737676
FDV31,OUT035,2812.195580166754
FDR04,OUT035,1660.3008656725601
FDR14,OUT049,887.2140923728475
DRC36,OUT010,465.33867724067335
FDE39,OUT019,302.16880308468546
FDP57,OUT049,1641.9463746533947
FDE57,OUT046,2166.2639214174355
NCN18,OUT046,1740.1741760399414
NCQ05,OUT018,2090.125520289134
FDW47,OUT035,1947.8844313831742
FDV46,OUT035,2204.6981180762405
NCP29,OUT045,1054.4494793631504
FDE09,OUT018,1557.2965027092207
NCU06,OUT027,6116.943546523469
FDT19,OUT010,458.0584199554284
DRF15,OUT017,2457.3764788996723
DRI51,OUT013,2804.646502876261
NCX54,OUT013,1786.7123515052588
DRE01,OUT013,4068.5007825134257
NCB07,OUT045,2982.68869298235
FDU50,OUT035,1868.7579617841166
FDG40,OUT035,628.1770343798199
FDW10,OUT018,2644.1124255022996
FDX51,OUT013,2926.0911232443673
NCP17,OUT045,1020.375579098049
FDP21,OUT035,3078.7111335176032
FDL04,OUT045,1566.6461567591641
FDV23,OUT013,1917.0605164627464
FDF24,OUT046,1322.2997084108406
FDH56,OUT027,2935.7171052243966
FDB51,OUT049,990.0762253144893
FDI58,OUT027,2621.7684161128404
FDR20,OUT013,713.7663497561967
FDC51,OUT018,1728.2903517507234
FDB16,OUT027,2429.470445276249
FDE40,OUT049,983.2313244142492
NCM17,OUT035,730.5476710118159
FDU56,OUT035,3009.6672492323432
FDS32,OUT019,339.2250846847003
FDX02,OUT049,3817.501225286116
FDT39,OUT027,4118.467237065102
FDE35,OUT017,914.0136439860565
NCI42,OUT019,551.6668551373433
DRL23,OUT046,1746.340716849179
FDA10,OUT046,1976.139075774333
FDA11,OUT013,1494.382284863964
NCM06,OUT046,2335.4175448038714
NCT05,OUT035,4134.265740850454
NCQ02,OUT010,475.7823177317174
NCY06,OUT049,2269.399188996517
FDY56,OUT035,4010.982059320004
FDL02,OUT035,1686.332258456388
NCI06,OUT035,2969.5118938286823
FDQ14,OUT045,2449.435071663075
FDQ12,OUT017,3896.786026198895
FDP36,OUT046,804.3226679710345
FDK21,OUT027,6115.510299286601
FDO40,OUT045,2469.975832702635
NCK54,OUT019,296.7086510912523
FDY09,OUT018,2643.709078966631
NCW30,OUT049,4208.491657702365
NCC55,OUT027,1109.6199447715712
FDE58,OUT018,1673.8479376413138
FDR39,OUT013,3160.2608769436188
FDU28,OUT049,3119.7285460432718
FDH08,OUT017,3914.7128930432577
FDG35,OUT045,2909.9229931644454
FDG22,OUT049,682.1428037325356
FDC34,OUT035,2776.9111049522744
FDP15,OUT018,3573.3204058840415
FDK34,OUT010,650.5935274026305
FDU45,OUT035,1936.470440762637
FDQ04,OUT027,1134.839475554833
FDX22,OUT018,2936.8423513162256
FDB45,OUT017,1680.7851853137324
NCH43,OUT027,5532.306183669838
DRE60,OUT046,3443.568674883323
FDD17,OUT027,6195.421653269301
NCM54,OUT017,2126.06677844907
NCH55,OUT013,1983.3900200054986
NCT06,OUT017,2768.164257798287
FDA48,OUT027,5678.307782755641
FDY58,OUT027,6099.602962638417
FDO25,OUT045,3578.018262837484
FDN50,OUT045,1489.7314922672208
FDH35,OUT035,2888.750386165817
FDK09,OUT045,3525.2938609351404
FDO16,OUT013,1358.282248597304
FDW11,OUT045,1072.1364599485182
FDU47,OUT027,3781.226097311047
NCQ42,OUT010,293.2620002824667
FDK55,OUT027,2485.1648709624237
FDN08,OUT049,1882.4186500031542
FDT57,OUT045,3892.497938749674
FDJ12,OUT018,2970.289628755422
DRL59,OUT017,816.8373163767957
NCN53,OUT046,670.7791381581864
FDO51,OUT010,113.43995078048562
FDK56,OUT017,3086.303727114188
FDY12,OUT035,830.3821832917124
FDU15,OUT035,631.6420660901172
FDQ19,OUT046,3855.5329615252977
DRF15,OUT045,2491.2627870942474
DRE25,OUT019,245.31031188956678
FDK57,OUT018,1777.6677834693103
FDD33,OUT010,648.0255239424586
FDR34,OUT027,6113.786694695704
FDU04,OUT045,1941.4073328262455
